Ano;Mes;MDQI
2008;01;0,0004376523363233829
2008;02;0,0003647936145125955
2008;03;1,7410584340019972e-06
2008;04;3,920190827693117e-05
2008;05;1,3673407956206767e-05
2008;06;4,007280714540436e-05
2008;07;4,005543352621156e-05
2008;08;1,316328892458835e-05
2008;09;1,2605115201585588e-06
2008;10;4,480175842909599e-05
2008;11;1,4782362372768552e-06
2008;12;0,0008021843563082961
2009;01;0,0006144383735843864
2009;02;0,000437430238053985
2009;03;1,8741329639894114e-06
2009;04;5,156638037012286e-07
2009;05;5,433876641152732e-07
2009;06;6,646333469926947e-07
2009;07;0,0002835707338590132
2009;08;6,116992561754788e-05
2009;09;4,927454124256184e-07
2009;10;1,9062926420697027e-05
2009;11;2,16578797554516e-06
2009;12;0,003672491072695156
2010;01;0,0016681225020247293
2010;02;0,0016861838049741812
2010;03;9,133348574802835e-05
2010;04;0,0001679345120720334
2010;05;1,1510946843911295e-05
2010;06;1,627205780568321e-06
2010;07;8,2406402694706e-05
2010;08;6,321040174402156e-07
2010;09;4,010718473231777e-07
2010;10;4,550039971152991e-05
2010;11;0,0003317895504970083
2010;12;0,0037289146734098195
2011;01;0,00680819276005358
2011;02;5,872428507388037e-05
2011;03;0,00010747986205316788
2011;04;9,175377947190528e-05
2011;05;1,8331016505766254e-05
2011;06;7,563069120951351e-07
2011;07;4,739671176385055e-05
2011;08;6,210144732745979e-07
2011;09;1,3372881309318526e-05
2011;10;7,208203707651581e-07
2011;11;0,00013147135155253765
2011;12;0,0007766007779182159
2012;01;0,0013518376128771434
2012;02;6,401343770084216e-05
2012;03;6,334347627400898e-05
2012;04;5,844189775280589e-05
2012;05;1,1754916815554887e-06
2012;06;0,00014133771899668785
2012;07;1,113390234228029e-05
2012;08;1,6190734481802015e-06
2012;09;4,0439501405814116e-05
2012;10;0,0005073466455770151
2012;11;0,000965952896288779
2012;12;0,0032792669261265135
2013;01;0,0005718434344442484
2013;02;6,354942495137044e-05
2013;03;0,0011307010126705582
2013;04;0,0002141379888836635
2013;05;3,892430002131855e-06
2013;06;0,00044122486883804664
2013;07;3,7260868396475868e-06
2013;08;6,786801029358104e-06
2013;09;4,927454124256183e-07
2013;10;5,3340707436621715e-05
2013;11;9,740316292134317e-07
2013;12;7,873576357588651e-07
2014;01;0,0006626113534398302
2014;02;8,929578200759605e-05
2014;03;1,5824779524336624e-05
2014;04;3,113463454791639e-05
2014;05;0,0003737841756463141
2014;06;8,365212815597707e-07
2014;07;5,367339376159024e-06
2014;08;0,000913811707879405
2014;09;1,6558537696628338e-05
2014;10;6,387577439395863e-05
2014;11;0,0009882181134130343
2014;12;0,0018285660270128874
2015;01;0,00047371205812269627
2015;02;6,138854805967006e-07
2015;03;5,3562498319934063e-05
2015;04;7,127619686714759e-06
2015;05;9,759907820160242e-05
2015;06;5,7215763819560756e-05
2015;07;0,0013606648900329752
2015;08;3,529801907916151e-05
2015;09;9,281948466622114e-07
2015;10;0,001559655670540821
2015;11;5,9370092599468115e-05
2015;12;1,3773213853697327e-05
2016;01;0,0018476400429777505
2016;02;4,599484042208658e-06
2016;03;2,3565281351937864e-05
2016;04;0,00015750664404163078
2016;05;4,670916002558225e-05
2016;06;0,0005025201063046661
2016;07;1,0413404967947139e-06
2016;08;0,000950784248127575
2016;09;6,050455296761081e-06
2016;10;5,091209726435141e-05
2016;11;0,00016096732112424794
2016;12;0,00021300796433318706
2017;01;0,0018504789662841484
2017;02;0,0005638660916376814
2017;03;0,0002708066685243871
2017;04;5,84418977528059e-07
2017;05;2,8355964431484762e-05
2017;06;8,479804771975756e-07
2017;07;7,31909914930776e-07
2017;08;1,4338780606143839e-05
2017;09;6,302557600792794e-07
2017;10;4,568892196234541e-06
2017;11;0,0005523676073291182
2017;12;7,945658394665167e-05
